Order,PID,'MS SubClass','MS Zoning','Lot Frontage','Lot Area',Street,Alley,'Lot Shape','Land Contour',Utilities,'Lot Config','Land Slope',Neighborhood,'Condition 1','Condition 2','Bldg Type','House Style','Overall Qual','Overall Cond','Year Built','Year Remod/Add','Roof Style','Roof Matl','Exterior 1st','Exterior 2nd','Mas Vnr Type','Mas Vnr Area','Exter Qual','Exter Cond',Foundation,'Bsmt Qual','Bsmt Cond','Bsmt Exposure','BsmtFin Type 1','BsmtFin SF 1','BsmtFin Type 2','BsmtFin SF 2','Bsmt Unf SF','Total Bsmt SF',Heating,'Heating QC','Central Air',Electrical,'1st Flr SF','2nd Flr SF','Low Qual Fin SF','Gr Liv Area','Bsmt Full Bath','Bsmt Half Bath','Full Bath','Half Bath','Bedroom AbvGr','Kitchen AbvGr','Kitchen Qual','TotRms AbvGrd',Functional,Fireplaces,'Fireplace Qu','Garage Type','Garage Yr Blt','Garage Finish','Garage Cars','Garage Area','Garage Qual','Garage Cond','Paved Drive','Wood Deck SF','Open Porch SF','Enclosed Porch','3Ssn Porch','Screen Porch','Pool Area','Pool QC',Fence,'Misc Feature','Misc Val','Mo Sold','Yr Sold','Sale Type','Sale Condition',SalePrice
2613,535403150,20,1,79,8910,1,-1,1,1,1,1,1,-1,2,2,2,3,6,6,1959,1959,0,2,6,6,-1,0,0,0,2,0,0,0,2,655,-2,0,0,655,1,2,1,2,1194,0,0,1194,0,1,1,0,3,1,0,6,3,1,-1,0,1954,1,2,539,0,0,0,0,0,192,0,0,0,-3,-2,-3,0,7,2006,5,3,159500
2615,535404080,20,1,73,7100,1,-1,0,1,1,1,1,-1,2,2,2,3,5,7,1957,1957,2,2,-7,-6,-1,0,0,0,2,0,0,-1,3,708,-2,0,108,816,1,0,1,1,816,0,0,816,1,0,1,0,2,1,0,5,3,0,-3,-2,1957,-1,1,308,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,129900
2617,535425050,20,1,86,11650,1,-1,1,1,1,1,1,-1,-2,2,2,3,7,5,1959,1959,0,2,-1,-1,2,58,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,1,1,1,1472,0,0,1472,0,0,2,0,2,1,1,5,3,1,1,2,1959,-1,2,484,0,0,0,0,68,0,0,227,0,-3,-2,-3,0,6,2006,5,3,157500
2622,535451190,20,1,60,7200,1,-1,1,1,1,2,1,-1,2,2,2,3,5,7,1950,1950,0,2,-6,-6,-1,0,0,0,2,-3,-3,-2,-3,0,-3,0,0,0,1,0,1,0,1040,0,0,1040,0,0,1,0,2,1,0,5,3,0,-3,-2,1950,-1,2,625,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,109500
2623,535451210,20,1,60,7200,1,-1,1,1,1,2,1,-1,2,2,2,3,4,5,1950,1950,2,2,6,-6,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,0,1,1,1040,0,0,1040,0,0,1,0,2,1,0,4,3,0,-3,-2,1950,-1,2,420,0,0,0,0,29,0,0,0,0,-3,-2,-3,0,7,2006,5,3,109900
2624,535453160,20,1,70,7560,1,-1,1,1,1,2,1,-1,2,2,2,3,5,5,1959,1959,2,2,6,-6,-1,0,0,0,2,0,0,-1,-1,369,-2,0,671,1040,1,0,1,1,1040,0,0,1040,0,0,1,0,3,1,0,6,3,0,-3,2,1959,0,1,286,0,0,0,140,0,252,0,0,0,-3,0,-3,0,7,2006,5,3,133700
2625,535454030,90,1,60,8544,1,-1,1,1,1,1,1,-1,2,2,0,3,3,4,1950,1950,2,2,6,-3,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,3,-1,-1,0,1040,0,0,1040,0,0,2,0,2,2,0,6,3,0,-3,-2,1950,-1,2,400,0,-1,0,0,0,0,0,0,0,-3,-2,-3,0,12,2006,5,3,81400
2626,535454050,90,1,69.22459,8544,1,-1,1,1,1,2,1,-1,2,2,0,3,3,4,1949,1950,2,2,-4,-4,1,340,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,3,-1,-1,1,1040,0,0,1040,0,0,2,0,2,2,0,6,3,0,-3,-2,1949,-1,2,400,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,87500
2627,535454060,90,1,60,8544,1,-1,1,1,1,2,1,-1,2,2,0,3,3,4,1950,1950,2,2,-4,-3,-1,0,0,0,2,-3,-3,-2,-3,0,-3,0,0,0,1,1,-1,0,1040,0,0,1040,0,0,2,0,2,2,0,6,3,0,-3,-2,1949,-1,2,400,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,93500
2629,535456020,20,1,70,7945,1,-1,1,1,1,2,1,-1,2,2,2,3,5,6,1959,1959,2,2,6,-6,-1,0,0,0,2,0,0,-1,2,179,1,506,465,1150,1,2,1,1,1150,0,0,1150,1,0,1,0,3,1,0,6,3,0,-3,2,1959,0,1,300,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,141000
2630,535457070,20,1,70,7000,1,-1,1,1,1,2,1,-1,2,2,2,3,5,4,1961,1961,0,2,6,6,-1,0,0,0,2,0,0,-1,3,781,-2,0,369,1150,1,0,1,2,1150,0,0,1150,0,0,1,0,3,1,0,6,3,0,-3,2,1961,0,1,288,0,0,0,0,0,0,0,162,0,-3,-2,-3,0,7,2006,5,3,146000
2631,535477060,60,1,69,7590,1,-1,1,1,1,2,1,-1,-1,2,2,0,6,5,1966,1966,2,2,-5,-5,1,266,0,0,2,0,0,-1,1,512,-2,0,148,660,1,0,1,2,660,688,0,1348,0,0,1,1,3,1,0,6,3,1,-1,2,1966,0,2,453,0,0,0,188,108,0,0,0,0,-3,-2,-3,0,7,2006,5,3,155000
2632,535478010,85,1,69,10205,1,-1,0,1,1,2,1,-1,2,2,2,-3,5,5,1962,1962,2,2,1,1,-1,0,0,0,2,0,0,1,1,784,-2,0,141,925,1,0,1,2,999,0,0,999,1,0,1,0,3,1,0,6,3,0,-3,2,1962,-1,1,300,0,0,0,150,72,0,0,0,0,-3,-2,-3,0,5,2006,5,3,134500
2633,535478070,20,1,74,7400,1,-1,1,1,1,1,1,-1,4,2,2,3,7,6,1962,1962,2,2,-6,-6,-1,0,0,0,2,0,0,-1,-1,809,-2,0,236,1045,1,1,1,2,1045,0,0,1045,1,0,1,0,3,1,0,6,3,0,-3,-2,1962,-1,2,528,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,3,2006,5,3,120000
2634,535478090,20,1,70,7000,1,-1,1,1,1,2,1,-1,4,2,2,3,5,6,1962,1962,2,2,-6,-6,-1,0,0,0,2,0,0,-1,1,468,-2,0,396,864,1,1,1,2,864,0,0,864,0,1,1,0,3,1,0,5,3,0,-3,2,1962,-1,1,336,0,0,0,0,0,0,0,0,0,-3,0,-3,0,2,2006,5,3,105000
2635,535478110,190,1,70,7000,1,-1,1,1,1,2,1,-1,4,2,1,-3,5,5,1962,1962,2,2,1,1,-1,0,0,0,2,0,0,1,2,953,-2,0,72,1025,1,0,1,2,1025,0,0,1025,1,0,1,0,3,1,0,6,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,96,80,0,0,0,0,-3,-2,-3,0,3,2006,5,3,124000
2640,902104020,50,3,60,9600,1,0,1,1,1,2,1,-6,2,2,2,2,6,8,1900,2004,2,2,-6,-6,-1,0,0,0,3,0,0,-1,0,381,-2,0,399,780,1,2,1,2,940,476,0,1416,0,1,1,0,3,1,1,7,3,0,-3,-2,1956,-1,2,400,0,0,0,0,24,0,0,0,0,-3,-2,-3,0,6,2006,5,3,156500
2642,902106090,70,3,58,6451,1,0,1,1,1,2,1,-6,2,2,2,0,7,7,1900,1970,2,2,9,-6,-1,0,0,0,-1,0,0,-1,0,208,-2,0,504,712,1,1,1,2,848,580,0,1428,1,0,1,0,4,1,0,7,3,0,-3,-2,1985,1,2,576,0,0,0,264,0,84,0,0,0,-3,-2,-3,0,5,2006,5,3,139900
2643,902108060,70,3,66,3960,1,0,1,1,1,2,1,-6,2,2,2,0,7,8,1930,1950,2,2,-6,-6,-1,0,0,0,3,0,0,-1,-2,0,-2,0,502,502,1,0,-1,2,502,502,0,1004,0,0,1,0,2,1,1,5,3,1,-2,-2,1930,-1,1,200,-1,0,-1,280,0,68,0,0,0,-3,1,-3,0,7,2006,5,3,105000
2644,902109010,30,3,70,5684,1,-1,1,1,1,2,1,-6,2,2,2,3,6,8,1930,2005,0,2,-6,-6,-1,0,0,0,3,0,0,-1,-2,0,-2,0,813,813,1,2,1,1,813,0,0,813,0,0,1,0,2,1,1,5,3,0,-3,-2,1932,-1,1,270,-1,-1,-1,0,113,0,0,0,0,-3,-2,-3,0,6,2006,5,3,110000
2647,902111010,30,3,50,5633,1,1,1,1,1,2,1,-6,2,2,2,3,5,7,1925,1950,2,2,1,-4,-1,0,0,0,3,0,-1,-1,-2,0,-2,0,844,844,1,0,1,2,844,0,0,844,0,0,1,0,2,1,0,5,3,0,-3,-2,1925,-1,1,216,0,0,-1,50,81,123,0,0,0,-3,-2,-3,0,7,2006,5,3,111500
2649,902128020,20,3,60,7200,1,0,1,1,1,2,1,-6,2,2,2,3,4,5,1950,1950,2,2,1,1,-1,0,0,0,2,0,0,-1,-2,0,-2,0,576,576,1,2,1,2,864,0,0,864,0,0,1,0,2,1,0,5,3,0,-3,-2,1952,0,1,528,0,0,0,0,0,0,0,115,0,-3,-2,-3,0,8,2006,1,3,105000
2650,902128100,50,3,40,4400,1,-1,1,1,1,2,1,-6,2,2,2,2,6,8,1920,1950,2,2,-4,-4,-1,0,0,0,3,-1,0,-1,-2,0,-2,0,648,648,1,0,1,1,734,384,0,1118,0,0,1,0,2,1,0,6,3,0,-3,-2,1990,-1,2,440,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,10,2006,5,3,116000
2651,902134060,70,3,42,7614,1,0,1,1,1,2,0,-6,2,2,2,0,3,5,1905,1950,2,2,1,1,-1,0,0,0,3,0,-1,0,-2,0,-2,0,738,738,1,1,1,1,714,662,0,1376,0,0,1,0,2,1,0,7,3,0,-3,-2,1930,-1,1,216,0,0,-1,0,0,104,0,225,0,-3,-2,-3,0,3,2006,5,3,96900
2652,902204060,190,3,50,6000,1,-1,1,1,1,2,1,-6,2,2,1,3,5,7,1955,1955,0,2,-6,-6,-1,0,0,0,2,0,0,1,3,576,-2,0,384,960,1,0,1,1,960,0,0,960,1,0,1,0,3,1,0,5,3,0,-3,-2,1976,-1,2,576,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,135500
2654,902206020,30,3,52,7830,1,-1,1,1,1,2,1,-6,2,2,2,3,3,5,1921,1950,2,2,9,9,-1,0,0,0,3,-1,0,-1,-1,416,-2,0,76,492,1,0,1,2,492,0,0,492,1,0,1,0,1,1,0,3,3,0,-3,-2,1921,-1,1,200,-1,0,-1,0,0,78,0,0,0,-3,-2,-3,0,6,2006,5,3,61500
2655,902206090,50,3,56,9576,1,-1,1,1,1,2,1,-6,2,2,2,2,6,7,1945,1950,2,2,-5,-5,-1,0,0,0,2,-1,0,-1,0,310,-2,0,460,770,1,0,1,2,885,297,0,1182,0,0,1,1,3,1,0,5,3,0,-3,-2,1945,-1,1,378,-1,0,0,0,0,0,0,0,0,-3,0,-3,0,5,2006,5,3,120000
2656,902207080,20,3,49,5820,1,-1,1,1,1,2,1,-6,2,2,2,3,3,8,1955,2005,2,2,-5,-5,-1,0,0,1,2,0,0,-1,2,256,-2,0,906,1162,1,2,1,2,1163,0,0,1163,1,0,1,0,3,1,0,6,3,0,-3,2,1955,-1,1,220,-1,0,0,142,98,0,0,0,0,-3,-2,-3,0,7,2006,5,3,126175
2657,902207110,30,3,48,5747,1,-1,1,1,1,2,1,-6,2,2,2,3,3,4,1920,1950,2,2,-6,-6,-1,0,0,0,1,0,0,-1,-2,0,-2,0,798,798,1,1,1,2,840,0,0,840,0,0,1,0,2,1,-1,5,3,0,-3,-2,1938,-1,1,250,0,-1,-1,112,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,64000
2662,902325160,50,3,63,5000,1,-1,1,1,1,1,1,-6,2,2,2,2,5,4,1900,1950,2,2,-6,-6,-1,0,0,0,3,0,0,-1,-2,0,-2,0,540,540,1,1,-1,1,889,551,0,1440,0,0,1,0,3,1,0,6,3,0,-3,2,1940,-1,1,352,-1,0,0,0,0,77,0,0,0,-3,-2,-3,0,4,2006,5,3,79000
2664,902329070,70,3,60,3600,1,0,1,1,1,2,1,-6,2,2,2,0,6,7,1910,1993,2,2,-5,-5,-1,0,0,0,2,0,0,-1,-2,0,-2,0,684,684,1,2,-1,1,684,684,0,1368,0,0,1,0,3,1,0,7,3,0,-3,-2,1930,-1,1,216,0,-1,-1,0,158,0,0,0,0,-3,-2,-3,0,10,2006,5,3,114504
2668,902401090,90,3,33,5976,1,-1,1,1,1,2,1,-6,2,2,0,0,5,7,1920,1950,0,2,-6,-6,-1,0,0,0,1,0,0,-1,-2,0,-2,0,624,624,1,1,-1,1,624,624,0,1248,0,0,2,0,2,2,0,8,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,130,256,0,0,0,-3,-2,-3,0,12,2006,5,3,93500
2669,902406030,20,3,65,9750,1,0,1,1,1,2,1,-6,2,2,2,3,5,5,1958,1958,0,2,3,3,-1,0,0,0,2,0,0,-1,-2,0,-2,0,960,960,1,2,1,2,960,0,0,960,0,0,1,0,3,1,0,5,3,0,-3,-2,2002,-1,2,624,0,0,0,0,0,0,0,0,0,-3,-2,1,4500,7,2006,5,3,125000
2670,902456015,50,-3,63,4761,1,-1,1,1,1,1,1,3,2,2,2,1,3,3,1918,1950,2,2,-6,-6,-1,0,-1,-1,3,0,-1,-1,-2,0,-2,0,1020,1020,1,-1,-1,-1,1020,0,0,1020,0,0,1,0,2,1,-1,5,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,0,105,0,0,0,-3,-2,-3,0,10,2006,-3,3,64500
2675,903229040,190,3,65,7800,1,-1,1,1,1,2,1,-6,4,2,1,2,5,7,1939,1950,2,2,1,1,-1,0,0,0,2,1,0,0,0,507,-2,0,286,793,1,0,1,2,793,325,0,1118,1,0,1,0,3,1,0,5,3,1,1,-2,1939,-1,2,410,0,0,0,0,0,0,0,271,0,-3,1,-3,0,5,2006,5,3,119900
2676,903231070,50,3,52,6240,1,-1,1,1,1,2,1,11,2,2,2,2,6,6,1934,1950,2,2,-6,-6,-1,0,0,0,1,0,0,-1,-2,0,-2,0,816,816,1,0,1,2,816,0,360,1176,0,0,1,0,3,1,0,6,3,1,1,-2,1985,-1,2,528,0,0,0,112,0,0,0,0,0,-3,1,-1,400,9,2006,5,3,114500
2677,903231190,50,3,69.22459,6240,1,-1,1,1,1,2,1,11,2,2,2,2,5,4,1936,1950,2,2,1,1,-1,0,0,0,3,1,0,-1,-2,0,-2,0,896,896,1,1,1,1,896,448,0,1344,0,0,1,0,3,1,0,7,3,0,-3,-2,1936,-1,1,240,-1,0,0,200,114,0,0,0,0,-3,-2,-3,0,4,2006,5,3,115000
2680,903232170,50,3,52,6240,1,-1,1,1,1,2,1,11,2,2,2,2,4,5,1947,1950,2,2,9,9,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,1,-1,2,672,240,0,912,0,0,1,0,2,1,0,3,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,80500
2682,903233220,50,3,51,6120,1,-1,1,1,1,2,1,11,2,2,2,2,5,7,1930,1984,2,2,1,1,-1,0,0,1,3,0,0,-1,-2,0,-2,0,741,741,1,1,1,2,741,583,0,1324,0,0,1,0,3,1,1,7,3,0,-3,-2,1930,-1,1,180,-1,0,0,0,0,55,0,0,0,-3,-2,-3,0,2,2006,5,3,110000
2683,903234030,30,3,50,6000,1,-1,1,1,1,2,1,-6,4,2,2,3,6,6,1925,1980,2,2,1,1,-1,0,0,1,3,0,0,-1,1,397,-2,0,706,1103,1,1,1,2,1103,0,0,1103,0,0,1,0,2,1,1,5,3,1,1,-2,1976,-1,2,440,0,0,0,166,120,0,0,0,0,-3,1,-3,0,7,2006,5,3,110500
2684,903235020,30,3,50,6000,1,-1,1,1,1,2,1,11,2,2,2,3,5,7,1921,1950,2,2,-6,-6,-1,0,0,0,2,0,0,-1,-1,616,-2,0,0,616,1,1,1,2,616,0,0,616,0,0,1,0,2,1,0,4,3,0,-3,-2,1921,-1,1,205,0,0,0,0,0,129,0,0,0,-3,-2,-3,0,6,2006,5,3,89000
2685,903236200,45,3,58,6380,1,-1,1,1,1,2,1,11,2,2,2,1,5,6,1922,1950,2,2,1,1,-1,0,0,0,3,0,-1,-1,-2,0,-2,0,993,993,1,0,1,1,1048,0,0,1048,0,0,1,0,2,1,0,5,3,1,1,-2,1922,-1,1,280,0,0,0,0,0,116,0,0,0,-3,-2,-3,0,8,2006,5,3,113000
2686,903400030,30,1,50,11672,1,1,-1,1,1,2,1,11,2,2,2,3,5,5,1925,1950,2,2,1,1,-1,0,0,0,3,0,0,-1,-2,0,-2,0,816,816,1,0,1,1,816,0,0,816,0,0,1,0,2,1,0,4,3,0,-3,-2,1925,-1,1,210,-1,-1,-1,168,0,112,0,0,0,-3,-2,-3,0,7,2006,5,3,109000
2688,903425340,190,1,60,9873,1,-1,1,1,1,2,1,11,0,2,1,3,4,5,1970,1970,2,2,3,3,1,160,0,0,2,0,0,1,2,789,-2,0,171,960,0,0,-1,2,960,0,0,960,1,0,1,0,3,1,0,6,3,0,-3,-2,1970,-1,2,576,0,0,0,0,288,0,0,0,0,-3,-2,-3,0,5,2006,5,3,129000
2690,903430130,30,3,153,4118,1,0,0,0,1,1,0,-6,3,2,2,3,4,4,1941,1950,2,2,-6,-6,-1,0,0,0,2,0,0,-1,-2,0,-2,0,693,693,-1,-1,-1,1,693,0,0,693,0,0,1,0,2,1,-1,4,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,20,0,0,0,0,-3,-2,-3,0,3,2006,5,3,52500
2692,903452090,70,3,60,7518,1,-1,1,1,1,-2,1,3,2,2,2,0,5,8,1910,2004,2,2,9,-1,-1,0,-1,1,3,-1,-1,-1,-2,0,-2,0,396,396,1,1,1,2,665,665,0,1330,0,0,1,0,3,1,0,7,3,0,-3,-2,2001,-1,1,390,0,0,-1,0,72,45,0,0,0,-3,1,-3,0,7,2006,5,3,116500
2694,903454080,50,3,50,8600,1,-1,1,0,1,2,1,3,2,2,2,2,6,6,1937,1950,2,2,1,1,-1,0,0,0,3,0,0,-1,-2,0,-2,0,780,780,1,0,1,2,780,596,0,1376,0,0,2,0,3,1,0,7,3,1,1,-2,1937,-1,1,198,0,0,-1,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,119500
2695,903455090,50,3,60,7200,1,-1,1,1,1,1,1,3,2,2,2,2,5,6,1938,1995,2,2,-6,-6,-1,0,0,0,2,0,0,-1,-2,0,-2,0,803,803,1,2,1,2,803,557,0,1360,0,0,1,1,2,1,1,6,3,0,-3,-2,1951,-1,1,297,0,0,0,0,65,190,0,0,0,-3,1,-3,0,7,2006,5,3,125500
2696,903456060,30,3,60,9786,1,-1,1,1,1,2,1,3,2,2,2,3,3,4,1922,1950,0,2,-6,-6,-1,0,0,0,3,0,-1,-1,-2,0,-2,0,1007,1007,1,-1,-1,2,1077,0,0,1077,0,0,1,0,3,1,0,6,3,1,1,-2,1922,-1,1,210,0,-1,1,0,100,48,0,0,0,-3,-2,-3,0,5,2006,5,3,91000
2697,903456090,190,3,60,6780,1,-1,1,1,1,2,1,3,2,2,1,2,6,8,1935,1982,2,2,-6,-6,-1,0,0,-1,2,0,0,1,3,490,-2,0,30,520,1,1,-1,2,520,0,234,754,1,0,1,0,2,1,0,5,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,53,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,84500
2699,904100030,50,1,82,12375,1,-1,1,1,1,2,1,-8,3,2,2,2,5,5,1951,1951,2,2,3,3,-2,41,0,-1,2,0,0,-1,1,329,-2,0,477,806,1,0,1,2,1081,341,0,1422,1,0,1,0,3,1,0,7,3,1,0,-2,1951,-1,1,288,0,0,0,0,0,0,0,0,0,-3,0,-3,0,6,2006,5,3,137500
2703,904301410,30,1,55,8250,1,-1,1,1,1,2,1,7,2,2,2,3,5,7,1935,1950,2,2,-6,-6,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,0,-1,2,1032,0,0,1032,0,0,1,0,2,1,0,6,3,1,0,-2,1939,-1,1,260,0,0,0,0,0,121,0,0,0,-3,-2,-3,0,6,2006,5,3,125000
2704,904302020,30,1,50,5220,1,-1,0,1,1,2,1,-7,2,2,2,3,5,3,1936,1950,2,2,-6,-6,-1,0,0,0,3,0,0,-1,-2,0,-2,0,830,830,1,1,1,2,879,0,0,879,0,0,1,0,2,1,0,4,3,0,-3,-2,1936,-1,1,180,0,0,1,0,108,0,0,0,0,-3,-2,-3,0,1,2006,5,3,80000
2705,904302030,20,1,50,5500,1,-1,1,1,1,2,1,-7,2,2,2,3,7,5,2004,2004,-2,2,-5,-5,-1,0,0,0,1,1,1,0,3,510,-1,373,190,1073,1,2,1,2,1073,0,0,1073,1,0,2,0,2,1,0,4,3,0,-3,-2,2004,-1,1,246,0,0,0,0,120,0,0,0,0,-3,-2,-3,0,5,2006,5,3,157000
2706,905100030,20,1,75,11235,1,-1,1,1,1,2,1,-8,2,2,2,3,4,5,1963,1979,2,2,3,3,1,51,0,0,2,0,0,-1,0,547,-2,0,504,1051,1,1,1,2,1382,0,0,1382,0,0,1,1,3,1,0,6,3,1,-2,2,1974,-1,2,459,0,0,0,0,82,0,0,0,0,-3,-2,-3,0,10,2006,5,3,148000
2707,905101330,90,1,72,10791,1,-1,1,1,1,2,1,-8,2,2,0,3,4,5,1967,1967,2,2,1,1,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,0,1,2,1296,0,0,1296,0,0,2,0,2,2,0,6,3,0,-3,-1,1967,-1,2,516,0,0,0,0,0,0,0,0,0,-3,-2,-1,500,10,2006,5,3,90000
2708,905101450,20,1,70,8414,1,-1,1,1,1,2,1,-8,2,2,2,3,6,8,1963,2003,0,2,3,3,-1,0,0,0,2,0,0,-1,3,663,-2,0,396,1059,1,0,1,2,1068,0,0,1068,0,1,1,0,3,1,0,6,3,0,-3,2,1963,0,1,264,0,0,0,192,0,0,0,0,0,-3,1,-3,0,2,2006,5,3,154500
2709,905103130,20,1,69.22459,11327,1,-1,0,1,1,2,1,-8,2,2,2,3,5,6,1967,1967,0,2,3,3,1,305,0,0,2,0,0,1,2,779,-2,0,285,1064,1,0,1,2,1064,0,0,1064,0,1,1,0,3,1,0,6,3,1,0,2,1967,-1,2,528,0,0,0,314,48,0,0,0,0,-3,-2,-3,0,6,2006,5,3,153600
2711,905103180,80,1,80,10366,1,-1,0,1,1,1,1,-8,2,2,2,-4,6,7,1964,1964,2,2,3,-1,-1,0,0,1,2,0,0,1,3,456,-2,0,456,912,1,0,1,2,934,0,0,934,0,1,1,0,2,1,0,4,3,0,-3,2,1964,-1,1,336,0,0,0,77,0,0,0,0,0,-3,2,-1,500,7,2006,5,3,132000
2713,905106210,20,1,69.22459,11553,1,-1,0,1,1,2,1,-8,2,2,2,3,5,5,1968,1968,0,2,-1,-1,1,188,0,0,2,0,0,-1,1,673,-2,0,378,1051,1,0,1,2,1159,0,0,1159,0,0,1,1,3,1,0,7,3,1,-1,2,1968,-1,1,336,0,0,0,466,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,158000
2714,905107070,60,1,74,7844,1,-1,1,1,1,2,1,-8,2,2,2,0,6,7,1978,1978,0,2,3,3,1,203,0,0,2,0,0,-1,2,209,-2,0,463,672,1,0,1,2,672,728,0,1400,0,0,1,1,3,1,0,6,3,1,0,2,1978,1,2,440,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,3,2006,5,3,149500
2715,905107220,20,1,69.22459,9535,1,-1,0,1,1,2,1,-8,2,2,2,3,5,5,1967,1967,2,2,3,3,1,450,0,0,2,0,0,-1,1,194,-1,982,0,1176,1,0,1,2,1458,0,0,1458,1,0,1,1,3,1,0,7,3,1,0,2,1967,-1,2,512,0,0,0,284,0,0,0,0,0,-3,1,-3,0,7,2006,5,3,165000
2717,905107300,80,1,69.22459,7176,1,-1,0,1,1,0,1,-8,2,2,2,-4,6,6,1978,1978,2,2,3,3,1,200,0,0,2,0,1,2,3,794,-2,0,166,960,1,-1,1,2,1040,0,0,1040,1,0,1,0,3,1,0,6,3,1,-1,-2,1979,-1,2,616,0,0,0,131,0,0,0,180,0,-3,2,-3,0,7,2006,5,3,160500
2723,905200380,30,1,69.22459,17529,1,-1,1,1,1,2,1,-8,2,2,2,3,5,5,1924,1950,2,2,6,-6,-2,65,0,0,3,0,0,-1,-2,0,-2,0,872,872,1,-1,-1,0,872,0,0,872,0,0,1,0,2,1,-1,5,0,1,1,-2,1924,-1,1,322,-1,-1,-1,0,0,116,0,0,0,-3,-2,-3,0,4,2006,5,3,105000
2724,905200490,80,1,69.22459,10246,1,-1,0,1,1,0,1,-8,2,2,2,-4,4,9,1965,2001,2,2,-5,-5,-1,0,0,1,2,0,1,1,3,648,-2,0,0,648,1,2,1,2,960,0,0,960,1,1,0,0,0,1,0,3,3,0,-3,2,1965,-1,1,364,0,0,0,88,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,145000
2725,905201090,20,1,69.22459,14175,1,-1,1,0,1,1,0,-8,2,2,2,3,5,6,1956,1987,2,2,4,-6,-1,0,0,0,2,0,0,-1,0,988,-2,0,200,1188,1,1,1,2,1437,0,0,1437,1,0,1,1,3,1,0,6,1,1,0,-2,1999,-1,2,576,0,0,0,304,0,0,0,0,0,-3,-2,-3,0,11,2006,5,3,168000
2727,905202210,20,1,87,13050,1,-1,1,-2,1,2,0,10,2,2,2,3,5,6,1963,1963,3,-2,-7,-6,-1,0,0,0,2,1,0,1,0,104,2,850,46,1000,1,2,1,2,1000,0,0,1000,1,0,1,0,1,1,0,4,3,2,0,2,1993,-1,2,575,0,0,0,238,0,148,0,0,0,-3,-2,-3,0,4,2006,5,3,164000
2729,905300010,85,1,72,10820,1,-1,1,1,1,1,1,-8,3,2,2,-3,5,7,1971,1972,2,2,3,3,1,153,0,0,1,1,0,1,3,535,0,159,88,782,1,2,1,2,810,0,0,810,1,0,1,0,2,1,0,4,3,0,-3,-2,1973,-1,2,576,0,0,0,0,0,0,0,0,0,-3,1,-3,0,6,2006,5,3,130000
2730,905300080,20,1,100,13350,1,-1,0,1,1,2,1,-8,2,2,2,3,5,5,1974,1974,0,2,3,-1,-1,0,0,0,2,0,0,-1,2,762,-2,0,102,864,1,0,1,2,894,0,0,894,1,0,1,0,3,1,0,5,3,1,-1,2,1974,-1,2,440,0,0,0,241,0,0,0,0,0,-3,1,-3,0,6,2006,5,3,142500
